Fonte de Recursos;Despesa;Liquidado
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44905232 - MOBILIARIO EM GERAL;2333520.97
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44905233 - MATERIAL EDUCATIVOCULTURAL E RECREATIVO;871090.69
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE;10654350.12
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44905235 - EQUIP.E MOBIL.MED.-HOSPITALARODONTOLOGICO;7515382.3
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44905241 - EQUIPAMENTOS PARA DATA CENTER;7700
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44905242 - AQUISICAO DE SOFTWARE PRONTO;28291.65
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44909101 - SENTENCAS JUDICIAIS;23560561
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;5935957.55
004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.;44909301 - INDENIZACOES E RESTITUICOES DIVERSAS;5016493
005 - RECURSOS VINCULADOS FEDERAIS;31204101 - COMPENSACAO PREVIDENCIARIA;71716814.21
005 - RECURSOS VINCULADOS FEDERAIS;31900111 - INATIVOS-RPPS;163744262.72
005 - RECURSOS VINCULADOS FEDERAIS;31900314 - PENSIONISTAS-OUTROS PODERES-RPPS;14405162.54
005 - RECURSOS VINCULADOS FEDERAIS;31901112 - PESSOAL CIVIL PAGO PELA UNIDADE;936301128.84
005 - RECURSOS VINCULADOS FEDERAIS;31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO;27030077.56
005 - RECURSOS VINCULADOS FEDERAIS;31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS;7012267.56
005 - RECURSOS VINCULADOS FEDERAIS;31901312 - OUTRAS CONTRIBUICOES DE PREV.SOCIAL;39251743.64
005 - RECURSOS VINCULADOS FEDERAIS;31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO;21227081.81
005 - RECURSOS VINCULADOS FEDERAIS;31901321 - FGTS-13 SALARIO;39422.97
005 - RECURSOS VINCULADOS FEDERAIS;31901322 - PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL;653378.71
005 - RECURSOS VINCULADOS FEDERAIS;31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT;19860560.01
005 - RECURSOS VINCULADOS FEDERAIS;31901324 - PREVIDENCIA SOCIAL/PESSOAL COMISSIONADO;651661.46
005 - RECURSOS VINCULADOS FEDERAIS;31901613 - HORA EXTRA;964.04
005 - RECURSOS VINCULADOS FEDERAIS;31901616 - DESPESAS EVENTUAIS DE PESSOAL CIVIL;12805964.79
005 - RECURSOS VINCULADOS FEDERAIS;31909412 - INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.;275557.46
005 - RECURSOS VINCULADOS FEDERAIS;31909601 - RESSARC. DESP. PESS.REQUISITADO DE EMPRESAS;398232
005 - RECURSOS VINCULADOS FEDERAIS;31911302 - CONTRIB ESTADO P/COBERTURA INSUF FIN-SPPREV;8215689.49
005 - RECURSOS VINCULADOS FEDERAIS;33403001 - TRANSF.PARA MATERIAL DE CONSUMO;258799851.53
005 - RECURSOS VINCULADOS FEDERAIS;33403347 - TRANSPORTE ESCOLAR;82322199.59
005 - RECURSOS VINCULADOS FEDERAIS;33403901 - TRANSFERENCIAS PARA SERVICOS;15573601.34
005 - RECURSOS VINCULADOS FEDERAIS;33408160 - TRANSFERENCIA A MUNICIPIOS-OUTRAS RECEITAS;36528091.2
005 - RECURSOS VINCULADOS FEDERAIS;33413901 - TRANSFERENCIAS PARA SERVICOS;143048967.12
005 - RECURSOS VINCULADOS FEDERAIS;33503977 - CONVENIOS C/ENTID.PRIVADAS S/FINS LUCRATIVOS;517945
005 - RECURSOS VINCULADOS FEDERAIS;33504374 - CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS;331914.72
005 - RECURSOS VINCULADOS FEDERAIS;33504379 - CONVENIOS COM ORGANIZACOES SOCIAIS;240000
005 - RECURSOS VINCULADOS FEDERAIS;33504380 - SERVICOS DE SAUDE-GESTAO MUNICIPIOS-ENTIDADE;3151255233.05
005 - RECURSOS VINCULADOS FEDERAIS;33504381 - TERMO DE COLABORACAO COM ORGS.SOCIEDADE CIVI;113325788.17
005 - RECURSOS VINCULADOS FEDERAIS;33504390 - OUTRAS SUBVENCOES SOCIAIS;8545072.46
005 - RECURSOS VINCULADOS FEDERAIS;33704116 - SERV.DE SAUDE-GESTAO/CONSORCIO MUNICIPAIS;44474129.88
005 - RECURSOS VINCULADOS FEDERAIS;33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA;377784.55
005 - RECURSOS VINCULADOS FEDERAIS;33901401 - DIARIAS PESSOAL CIVIL;7987888.56
005 - RECURSOS VINCULADOS FEDERAIS;33901416 - DIARIAS NO EXTERIOR;289802.3
005 - RECURSOS VINCULADOS FEDERAIS;33901801 - AUXILIO FINANCEIRO A ESTUDANTES;2925739.31
005 - RECURSOS VINCULADOS FEDERAIS;33901803 - AUX.FIN.A ESTUD.CONCEDIDO PELAS UNIV.PAULIST;1094572.2
005 - RECURSOS VINCULADOS FEDERAIS;33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA;7535689.49
005 - RECURSOS VINCULADOS FEDERAIS;33902002 - AUXÝLIO FINAN.A PESQUISADORES-PESQ.COLETIVA;16108.08
005 - RECURSOS VINCULADOS FEDERAIS;33903010 - GENEROS ALIMENTICIOS;290465972.55
005 - RECURSOS VINCULADOS FEDERAIS;33903012 - MATERIAL DE CAMA MESA E BANHO;62800
005 - RECURSOS VINCULADOS FEDERAIS;33903013 - MATERIAL E UTENS.P/REFEITORIOCOPA E COZINHA;909091.01
005 - RECURSOS VINCULADOS FEDERAIS;33903014 - MATERIAL DE LIMPEZA;38536.04
005 - RECURSOS VINCULADOS FEDERAIS;33903015 - ARTIGOS DE HIGIENE PESSOAL;1317985.73
005 - RECURSOS VINCULADOS FEDERAIS;33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM;130994.16
005 - RECURSOS VINCULADOS FEDERAIS;33903019 - LUBRIFICANTE AUTOMOTIVO;3361.04
005 - RECURSOS VINCULADOS FEDERAIS;33903021 - GASOLINA AUTOMOTIVA;881.81
005 - RECURSOS VINCULADOS FEDERAIS;33903023 - ETANOL AUTOMOTIVO;4470.91
005 - RECURSOS VINCULADOS FEDERAIS;33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES;846909.84
005 - RECURSOS VINCULADOS FEDERAIS;33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO;5544.29
005 - RECURSOS VINCULADOS FEDERAIS;33903026 - CESTAS BASICAS;1913494.47
005 - RECURSOS VINCULADOS FEDERAIS;33903027 - ETANOL AUTOMOTIVO-REEMBOLSO;885494.4
005 - RECURSOS VINCULADOS FEDERAIS;33903028 - DIESEL AUTOMOTIVO-REEMBOLSO;186445.83
005 - RECURSOS VINCULADOS FEDERAIS;33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS;227417925.88
005 - RECURSOS VINCULADOS FEDERAIS;33903031 - MATERIAL MEDICOHOSPITALAR E ODONTOLOGICO;10132457.81
005 - RECURSOS VINCULADOS FEDERAIS;33903032 - MATERIAL DE USO LABORATORIAL;24976958.41
005 - RECURSOS VINCULADOS FEDERAIS;33903034 - MATERIAL DE USO VETERINARIO;192843.5
005 - RECURSOS VINCULADOS FEDERAIS;33903036 - OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL;1553104.22
005 - RECURSOS VINCULADOS FEDERAIS;33903039 - MATERIAL ESPORTIVO E DE LAZER;3803159.1
005 - RECURSOS VINCULADOS FEDERAIS;33903040 - MATERIAL EDUCATIVO E CULTURAL;167790.47
005 - RECURSOS VINCULADOS FEDERAIS;33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS;1111078.26
005 - RECURSOS VINCULADOS FEDERAIS;33903043 - LIVROS P/BIBLIO.PUBLIMAPASOUTRAS PUBLICACA;7645.3
005 - RECURSOS VINCULADOS FEDERAIS;33903050 - PECAS DE REPOSICAO E ACESSORIOS;1255416.65
005 - RECURSOS VINCULADOS FEDERAIS;33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ;3329.3
005 - RECURSOS VINCULADOS FEDERAIS;33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS;51541.77
005 - RECURSOS VINCULADOS FEDERAIS;33903053 - PECAS E ACESSORIOS PARA VIATURAS POLICIAIS;15580
005 - RECURSOS VINCULADOS FEDERAIS;33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA;34479.12
005 - RECURSOS VINCULADOS FEDERAIS;33903055 - MATERIAL PARA TELECOMUNICACOES;13106.49
005 - RECURSOS VINCULADOS FEDERAIS;33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA;184057.46
005 - RECURSOS VINCULADOS FEDERAIS;33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA;61683.42
005 - RECURSOS VINCULADOS FEDERAIS;33903062 - MUNICOES E EXPLOSIVOS;959635.11
005 - RECURSOS VINCULADOS FEDERAIS;33903063 - FARDAMENTOVESTUARIOUNIFORTECIDO AVIAMENT;2740102.25
005 - RECURSOS VINCULADOS FEDERAIS;33903064 - PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO;3500
005 - RECURSOS VINCULADOS FEDERAIS;33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA;1177159.35
005 - RECURSOS VINCULADOS FEDERAIS;33903080 - ANIMAIS PARA ABATEEXPERIMENTO E SEMEM;6888
005 - RECURSOS VINCULADOS FEDERAIS;33903081 - ALIMENTOS PARA ANIMAIS;99930
005 - RECURSOS VINCULADOS FEDERAIS;33903082 - SEMENTES E MUDAS DE PLANTAS;10139.79
005 - RECURSOS VINCULADOS FEDERAIS;33903090 - OUTROS MATERIAIS DE CONSUMO;5752585.19
005 - RECURSOS VINCULADOS FEDERAIS;33903101 - PREMIO EM PECUNIA;194441
005 - RECURSOS VINCULADOS FEDERAIS;33903102 - OUTRAS PREMIACOES;4037802.12
005 - RECURSOS VINCULADOS FEDERAIS;33903340 - REGIME DE QUILOMETRAGEM;40.8
005 - RECURSOS VINCULADOS FEDERAIS;33903342 - PASSAGENS AEREAS EXERCICIO ANTERIOR.;1681334.69
005 - RECURSOS VINCULADOS FEDERAIS;33903343 - LOCACAO DE VEICULOSAERONAVES E OUTROS;11919941
005 - RECURSOS VINCULADOS FEDERAIS;33903344 - VALE-TRANSPORTE;1487201.08
005 - RECURSOS VINCULADOS FEDERAIS;33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO;74554447.29
005 - RECURSOS VINCULADOS FEDERAIS;33903346 - LOCOMOCAO DE SERVIDORES;80959.37
005 - RECURSOS VINCULADOS FEDERAIS;33903347 - TRANSPORTE ESCOLAR;238933455.94
005 - RECURSOS VINCULADOS FEDERAIS;33903501 - OUTROS SERV.CONSULTORIAASSESS.E AUDITORIA;47326.52
005 - RECURSOS VINCULADOS FEDERAIS;33903507 - AUDITORIA EXTERNA;26163.96
005 - RECURSOS VINCULADOS FEDERAIS;33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS;10276411.99
005 - RECURSOS VINCULADOS FEDERAIS;33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS;2117178.74
005 - RECURSOS VINCULADOS FEDERAIS;33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS;101084.68
005 - RECURSOS VINCULADOS FEDERAIS;33903616 - AJUDA DE CUSTO A COLABORADORES EVENTUAIS;1052724.31
005 - RECURSOS VINCULADOS FEDERAIS;33903623 - JETON;101796
005 - RECURSOS VINCULADOS FEDERAIS;33903626 - SERVICOS TECNICOS E ESPECIALIZADOS;117000
005 - RECURSOS VINCULADOS FEDERAIS;33903633 - SERVIþOS TÚCNICOS DE PROFISSIONAIS DE TI;42600
005 - RECURSOS VINCULADOS FEDERAIS;33903691 - LOCACAO DE IMOVEIS;717366.59
005 - RECURSOS VINCULADOS FEDERAIS;33903795 - SERVICOS DE VIGILANCIA;5547527.92
005 - RECURSOS VINCULADOS FEDERAIS;33903796 - SERVICOS DE LIMPEZA;275049755.29
005 - RECURSOS VINCULADOS FEDERAIS;33903799 - OUTROS SERVICOS;347174.01
005 - RECURSOS VINCULADOS FEDERAIS;33903903 - CONDOMINIOS;672534.67
005 - RECURSOS VINCULADOS FEDERAIS;33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS;11483763.38
005 - RECURSOS VINCULADOS FEDERAIS;33903908 - PREST.SERV.AP.PORTAD.DE NECES.ESP.CUIDADORES;88816923.34
005 - RECURSOS VINCULADOS FEDERAIS;33903914 - EXAMES LABORATORIAIS;111531.32
005 - RECURSOS VINCULADOS FEDERAIS;33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA;1184346.6
005 - RECURSOS VINCULADOS FEDERAIS;33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO);19304
005 - RECURSOS VINCULADOS FEDERAIS;33903918 - PROPAGANDA/PUBLICIDADE;14543.03
005 - RECURSOS VINCULADOS FEDERAIS;33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS;5042169.17
005 - RECURSOS VINCULADOS FEDERAIS;33903921 - SERVICOS DE COMUNICACAO DE DADOS;4471.5
005 - RECURSOS VINCULADOS FEDERAIS;33903924 - SERV.FORNECIM.E DISTRIB.DE CESTA BASICA;447670.08
005 - RECURSOS VINCULADOS FEDERAIS;33903925 - SERVICOS DE CORREIOS;893465.26
005 - RECURSOS VINCULADOS FEDERAIS;33903926 - PUBLICIDADE LEGAL;4795.41
005 - RECURSOS VINCULADOS FEDERAIS;33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE;1649551.43
005 - RECURSOS VINCULADOS FEDERAIS;33903936 - DEDETIZACAODESINSETIZACAO E DESRATIZACAO;304762.23
005 - RECURSOS VINCULADOS FEDERAIS;33903940 - FRETES E TRANSPORTES;1377805.48
005 - RECURSOS VINCULADOS FEDERAIS;33903941 - SERVICO DE LAVANDERIA;9305
005 - RECURSOS VINCULADOS FEDERAIS;33903942 - SEGURO DE VIDA;2007.62
005 - RECURSOS VINCULADOS FEDERAIS;33903943 - ASSIN.DE JORNAISPERIODICOS E CLIPAGEM;26143.94
005 - RECURSOS VINCULADOS FEDERAIS;33903944 - SEGURO DE VEICULO;183938.13
005 - RECURSOS VINCULADOS FEDERAIS;33903945 - OUTROS SEGUROS;29488.07
005 - RECURSOS VINCULADOS FEDERAIS;33903946 - SERVICOS MEDICOSHOSPITALARES E ODONTOLOGICO;16754916.57
005 - RECURSOS VINCULADOS FEDERAIS;33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES;1101602.52
005 - RECURSOS VINCULADOS FEDERAIS;33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE;12461414.84
005 - RECURSOS VINCULADOS FEDERAIS;33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS;5540
005 - RECURSOS VINCULADOS FEDERAIS;33903953 - PROJ.OU PESQ.DE CIENCIATECNOLOGIA E INOVACA;51617.92
005 - RECURSOS VINCULADOS FEDERAIS;33903954 - CONGRESSOSSEMINARIOSSIMPOSIOS E CONGENERES;51070
005 - RECURSOS VINCULADOS FEDERAIS;33903955 - INSCRICOES EM EVENTOS DIVERSOS;18570.72
005 - RECURSOS VINCULADOS FEDERAIS;33903956 - ALIMEN.HOSPED.P/EVENTOS PROG.PELA INSTITUICA;1825211.88
005 - RECURSOS VINCULADOS FEDERAIS;33903957 - SERVICOS/APRESENTACOES ARTISTICAS E CULTURAI;11850.68
005 - RECURSOS VINCULADOS FEDERAIS;33903958 - AUDIOVIDEOFOTO E PROJECAO;11450
005 - RECURSOS VINCULADOS FEDERAIS;33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO;483455.47
005 - RECURSOS VINCULADOS FEDERAIS;33903962 - CONTR.CURSOS INCL.QUALIF.PROFIS.EXT.SERV.PUB;48703.9
005 - RECURSOS VINCULADOS FEDERAIS;33903963 - INSTAL.REPAR.MANUT.DIVIPORTASCORTPERS.AFI;243778.4
005 - RECURSOS VINCULADOS FEDERAIS;33903966 - COLETA DE LIXO HOSPITALAR_E DE LABORATORIO;96655.54
005 - RECURSOS VINCULADOS FEDERAIS;33903967 - SERVICOS DECORRENTES DE DECISAO JUDICIAL;2942042.21
005 - RECURSOS VINCULADOS FEDERAIS;33903969 - SERV.SOCORRISTA P/ATEND.MEDICO URGENTE;1601538.14
005 - RECURSOS VINCULADOS FEDERAIS;33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR;322140.97
005 - RECURSOS VINCULADOS FEDERAIS;33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB;1224672.1
005 - RECURSOS VINCULADOS FEDERAIS;33903974 - SERVICOS SAUDE - GESTAO MUNICIPIOS-PRIVADOS;166219411.83
005 - RECURSOS VINCULADOS FEDERAIS;33903975 - CONTRATOS DE GESTAO-LEI COMPL.846/98 ALT.POS;9543772.68
005 - RECURSOS VINCULADOS FEDERAIS;33903978 - MANUTENCAO DE VIATURAS ESCOLTA DE CUSTODIADO;16711
005 - RECURSOS VINCULADOS FEDERAIS;33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS;6219710.9
005 - RECURSOS VINCULADOS FEDERAIS;33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT;15049628
005 - RECURSOS VINCULADOS FEDERAIS;33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET;5380783.28
005 - RECURSOS VINCULADOS FEDERAIS;33903982 - CONSERV.ESTRADAS E OUTROS BENS DE DOM.PUBLIC;106973239.34
005 - RECURSOS VINCULADOS FEDERAIS;33903983 - SERVICOS GRAFICOS;28787743.15
005 - RECURSOS VINCULADOS FEDERAIS;33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS;164319.23
005 - RECURSOS VINCULADOS FEDERAIS;33903989 - SERVICOS DE PREPARACAO DA ALIMENTACAO ESCOLA;306062650.27
005 - RECURSOS VINCULADOS FEDERAIS;33903991 - LOCACAO DE IMOVEIS;5027342.46
005 - RECURSOS VINCULADOS FEDERAIS;33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO;19021.29
005 - RECURSOS VINCULADOS FEDERAIS;33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO;3000
005 - RECURSOS VINCULADOS FEDERAIS;33903999 - OUTROS SERVICOS DE TERCEIROS;106015843.62
005 - RECURSOS VINCULADOS FEDERAIS;33904007 - MANUTENþÒO DE SOFTWARE;13445.3
005 - RECURSOS VINCULADOS FEDERAIS;33904008 - LOCAþÒO DE SOFTWARE;160000
005 - RECURSOS VINCULADOS FEDERAIS;33904009 - DESENVOLVIMENTO DE SOFTWARE;194272
005 - RECURSOS VINCULADOS FEDERAIS;33904010 - ATUALIZ.OU AQUIS.LICENþA E CESSÒO DE SOFTWAR;312797.87
005 - RECURSOS VINCULADOS FEDERAIS;33904012 - SUPORTE A USUßRIOS DE TI;380000
005 - RECURSOS VINCULADOS FEDERAIS;33904015 - MANUTENþÒO DE EQUIPAMENTOS DE TI;27320.86
005 - RECURSOS VINCULADOS FEDERAIS;33904016 - COMUNICAþÒO DE DADOS;19221118.82
005 - RECURSOS VINCULADOS FEDERAIS;33904018 - SALA COFRE;288000
005 - RECURSOS VINCULADOS FEDERAIS;33904019 - SERVIþOS DE DIGITAþÒO E PREPARAþÒO DE DADOS;255734.7
005 - RECURSOS VINCULADOS FEDERAIS;33904020 - SERVIþOS DE TELEFONIA DE VOZ SOBRE IP;1740.96
005 - RECURSOS VINCULADOS FEDERAIS;33904090 - SERVIþOS DE TECNOLOGIA DA INFORMAþÒO;30896458.01
005 - RECURSOS VINCULADOS FEDERAIS;33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS;2199184.07
005 - RECURSOS VINCULADOS FEDERAIS;33904720 - OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVA;180459.3
005 - RECURSOS VINCULADOS FEDERAIS;33904722 - OUTRAS TAXAS;3190.19
005 - RECURSOS VINCULADOS FEDERAIS;33904901 - AUXILIO - TRANSPORTE;15966.19
005 - RECURSOS VINCULADOS FEDERAIS;33905011 - ENERGIA ELETRICA;44742790.32
005 - RECURSOS VINCULADOS FEDERAIS;33905012 - TELEFONIA FIXA;3676884.83
005 - RECURSOS VINCULADOS FEDERAIS;33905013 - AGUA E ESGOTOS;69212315.92
005 - RECURSOS VINCULADOS FEDERAIS;33905014 - GAS ENCANADO;25297.01
005 - RECURSOS VINCULADOS FEDERAIS;33905017 - TELEFONIA MOVEL CELULAR;237760.21
005 - RECURSOS VINCULADOS FEDERAIS;33909101 - SENTENCAS JUDICIAIS;8320.83
005 - RECURSOS VINCULADOS FEDERAIS;33909212 - ALIMENTACAO PREPARADA;91630.96
005 - RECURSOS VINCULADOS FEDERAIS;33909213 - GENEROS ALIMENTICIOS;10871.64
005 - RECURSOS VINCULADOS FEDERAIS;33909214 - LIMPEZA;4514.39
005 - RECURSOS VINCULADOS FEDERAIS;33909215 - VIGILANCIA;46026.64
005 - RECURSOS VINCULADOS FEDERAIS;33909217 - TELEFONIA;10000
005 - RECURSOS VINCULADOS FEDERAIS;33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;2284471.13
005 - RECURSOS VINCULADOS FEDERAIS;33909221 - DIARIAS;6036.93
005 - RECURSOS VINCULADOS FEDERAIS;33909222 - IMPOSTOS EM ATRASO;17093.29
005 - RECURSOS VINCULADOS FEDERAIS;33909301 - INDENIZACOES E RESTITUICOES DIVERSAS;6937678.52
005 - RECURSOS VINCULADOS FEDERAIS;33909315 - AJUDA DE CUSTO-PESSOAL CIVIL;2843.88
005 - RECURSOS VINCULADOS FEDERAIS;33909317 - INDENIZACAO TERMOS DECR.40.177/95 E ALT.POST;53335.25
005 - RECURSOS VINCULADOS FEDERAIS;33909321 - ETAPAS PAGAS A SERVIDORES;1232975.19
005 - RECURSOS VINCULADOS FEDERAIS;33909327 - INDENIZ.A P.FISICA DECOR.DE DECISAO JUDICIAL;9206.4
005 - RECURSOS VINCULADOS FEDERAIS;33913002 - MATERIAL DE CONSUMO;94929092.76
005 - RECURSOS VINCULADOS FEDERAIS;33913981 - REFORMAS DE IM¾VEISINCLUS.INSTAL.HIDR.E ELE;47554282.34
005 - RECURSOS VINCULADOS FEDERAIS;44504201 - AUXILIOS PARA DESPESAS DE CAPITAL;15094800
005 - RECURSOS VINCULADOS FEDERAIS;44704201 - AUXILIOS PARA DESPESAS DE CAPITAL;151400
005 - RECURSOS VINCULADOS FEDERAIS;44903921 - SERVICOS DE COMUNICACAO DE DADOS;519000
005 - RECURSOS VINCULADOS FEDERAIS;44904061 - MELHORIA DE EQUIPAMENTO DE TI;3600
005 - RECURSOS VINCULADOS FEDERAIS;44905112 - INSTALACOES;4683663.14
005 - RECURSOS VINCULADOS FEDERAIS;44905130 - EXECUCAO DE OBRAS E INSTALACOES;33243071.68
005 - RECURSOS VINCULADOS FEDERAIS;44905210 - VEICULOS DIVERSOS;98351828.98
005 - RECURSOS VINCULADOS FEDERAIS;44905211 - TRENS;87839590.88
005 - RECURSOS VINCULADOS FEDERAIS;44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMACÒO;4105326.79
005 - RECURSOS VINCULADOS FEDERAIS;44905231 - MAQUINAS E MOTORES;216165.68
005 - RECURSOS VINCULADOS FEDERAIS;44905232 - MOBILIARIO EM GERAL;4107961.6
005 - RECURSOS VINCULADOS FEDERAIS;44905233 - MATERIAL EDUCATIVOCULTURAL E RECREATIVO;1834396.8
005 - RECURSOS VINCULADOS FEDERAIS;44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE;45848767.84
005 - RECURSOS VINCULADOS FEDERAIS;44905235 - EQUIP.E MOBIL.MED.-HOSPITALARODONTOLOGICO;53556975.62
005 - RECURSOS VINCULADOS FEDERAIS;44905236 - ARMAMENTOS;255600
005 - RECURSOS VINCULADOS FEDERAIS;44905242 - AQUISICAO DE SOFTWARE PRONTO;219028.71
005 - RECURSOS VINCULADOS FEDERAIS;44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES;9106702.24
005 - RECURSOS VINCULADOS FEDERAIS;44909301 - INDENIZACOES E RESTITUICOES DIVERSAS;18852144.42
005 - RECURSOS VINCULADOS FEDERAIS;44915141 - OBRAS E INSTALACOES;12392104.67
005 - RECURSOS VINCULADOS FEDERAIS;45916510 - SUBSCRICAO DE ACOES-INVESTIMENTOS;62713271.63
006 - OUTRAS FONTES DE RECURSOS;33901401 - DIARIAS PESSOAL CIVIL;7482.93
006 - OUTRAS FONTES DE RECURSOS;33903010 - GENEROS ALIMENTICIOS;3705.2
006 - OUTRAS FONTES DE RECURSOS;33903014 - MATERIAL DE LIMPEZA;5662.14
006 - OUTRAS FONTES DE RECURSOS;33903019 - LUBRIFICANTE AUTOMOTIVO;1943.4
006 - OUTRAS FONTES DE RECURSOS;33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES;2935
006 - OUTRAS FONTES DE RECURSOS;33903050 - PECAS DE REPOSICAO E ACESSORIOS;18615.5
006 - OUTRAS FONTES DE RECURSOS;33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS;245
006 - OUTRAS FONTES DE RECURSOS;33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA;600
006 - OUTRAS FONTES DE RECURSOS;33903090 - OUTROS MATERIAIS DE CONSUMO;35
006 - OUTRAS FONTES DE RECURSOS;33903343 - LOCACAO DE VEICULOSAERONAVES E OUTROS;94768
006 - OUTRAS FONTES DE RECURSOS;33903344 - VALE-TRANSPORTE;169375.66
006 - OUTRAS FONTES DE RECURSOS;33903505 - SERVICOS DE CONSULTORIA-ORGANISMO INTERNACIO;2993000
006 - OUTRAS FONTES DE RECURSOS;33903799 - OUTROS SERVICOS;22501.56
006 - OUTRAS FONTES DE RECURSOS;33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES;39675.9
006 - OUTRAS FONTES DE RECURSOS;33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB;191177.96
006 - OUTRAS FONTES DE RECURSOS;33903999 - OUTROS SERVICOS DE TERCEIROS;223442.13
006 - OUTRAS FONTES DE RECURSOS;33904112 - CONTRIBUICOES A EMPRESAS ESTATAIS;58091
006 - OUTRAS FONTES DE RECURSOS;33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS;3081972.98
006 - OUTRAS FONTES DE RECURSOS;33905011 - ENERGIA ELETRICA;39000
006 - OUTRAS FONTES DE RECURSOS;33909301 - INDENIZACOES E RESTITUICOES DIVERSAS;5544212.81
006 - OUTRAS FONTES DE RECURSOS;44405101 - TRANSFERENCIAS A MUNICIPIOS-OBRAS;6571871.27
006 - OUTRAS FONTES DE RECURSOS;44903501 - SERV. DE CONSULTORIA ASSESSORIA E AUDITORIA;7516500
006 - OUTRAS FONTES DE RECURSOS;44905110 - ESTUDOS E PROJETOS;3208854.22
